,tweet,label
270,amoxi capsule made us medicine completely cure covid 19 egyptian health minister arrive italy secret coronavirus cure dr charles lieber harvard professor arrested usa manufacturing coronavirus selling china video news report wcvb tv station boston massachusetts shared facebook post mountain matterhorn switzerland lit three colours indian flag token gratitude india sending hydroxychloroquine al azhar imam said considering exceptions ramadan fasting research says mouth must kept wet prevent covid 19 japanese nobel tasuku honjo says coronavirus created wuhan laboratory man collapses 5 minutes showing covid 19 symptoms india celebrities spreading misinformation coronavirus janata curfew india multiple posts shared repeatedly facebook twitter since march 2020 claim israel reported zero deaths novel coronavirus causes disease covid 19 posts also claim israeli citizens protected covid 19 drinking remedy hot water lemon baking soda purportedly kills virus cdc suddenly lost 30000 deaths coronavirus data thus proving virus serious seems photos coronavirus patients treated road italy indian actor shah rukh khan donated money pakistan fight coronavirus help india russian president vladimir putin ordered russia population stay home 15 days face five years jail indian army set 1000 bed quarantine facility rajasthan barmer leonardo da vinci hospital covid 19 reference hospital fortaleza brazil empty video proves one areas open public president trump claim inherited ventilators obama administration audio unidentified person links virus causes covid 19 massive flu vaccination campaign black body bags referred deaths new york reason lockdown essential mustard oil prevents person getting infected covid 19 north carolina health department telling hospitals decide elective surgeries eligible receive protective equipment state coronavirus pandemic chinese president said china time lead world nurses boris johnson claimed saved life registered uk claim india ministry home affairs made punishable offense citizens publish posts social media novel coronavirus shared repeatedly facebook twitter whatsapp says nancy pelosi caught trying include abortion funding bill combat coronavirus video man rebuking foreigners viewed thousands times social media alongside claim guinean government ordered arrest chinese nationals country awaiting safe return guineans china u country earth protesting locked photo kurnool mla hafeez khan making nurse touch feet religious head viswabharathi medical college come covid 19 quarantine facility new york state governor shows data proves isolation ineffective covid 19 homeopathic product oscillococcinum protects covid 19 cdc admitted lying covid 19 death stats notice preparing emergency drugs released social media alumni seoul national university college medicine belgian doctors turn back director dr li wenliang chinese whistleblower doctor proposed drinking tea cure covid 19 person arrested violating lockdown night get bail lockdown state gujarat india us president donald trump tested positive covid 19 picture quote doctor vincenzo puro allegedly said asymptomatic people cannot infect others virus lethal pandemic hoax prince charles recovered covid 19 help ayurvedic treatment video shows superintendent police announcing extension lokckdown maharashtra india till may 30 whatsapp audio claims infanta sof hospital madrid 15 children serious condition due covid 19 three children talavera de la reina hospital video shows coronavirus patients doctors video claims show nigerian government spent us 2 million import chinese doctors supplies riots london due unavailability food items united kingdom locked tonight army soldiers take uk streets set claims passed instructions followed covid 19 pandemic period facebook post claims latvian app apturi covid stop covid created warn people close infected person used government track people contact list record locations aaj tak channel aired program said drinking alcohol smoking weed cure covid 19 president donald trump tweeted coronavirus vaccine israel stock market economy even stronger besides us israel best inventions judaism olives wonderful vaccine stop corona dead around world make vaccines bombed possible without peace created israel italy official giulio gallera china lies us date china provided false italy become wuhan medical system breakdown jo doria governor paulo forbade doctors give chloroquine covid 19 patients blog post shared thousands times multiple facebook posts claim shows video baby died infected novel coronavirus causes disease covid 19 vaccine coronavirus available since 2001 video showing policemen picking banknotes sticks linking coronavirus make vaccine works flu vaccine respiratory syncytial virus rsv cure cancer yet somehow scientists make vaccine covid 19 six months mumbai pune going military lockdown need defeat coronavirus consume alkaline foods virus ph level indian actor aamir khan gives rs 15000 poor people 1kg wheat flour photo shows funeral turkish deceased general aytac yalman due covid 19 coronavirus responsible covid 19 mix sars hiv two doctors bakersfield california said press conference isolation measures affect immune system unrestrictive controls countries like sweden worked article says vatican confirmed pope two assistants coronavirus herbal tea made malunggay kamias leaves cure covid 19 disease caused novel coronavirus video police officers immobilizing screaming woman caption states beaten police refuse go houses lockdown minas gerais brazil cuba low number covid 19 deaths due use hydroxychloroquine treat patients video doctor linked anti vaccine movement chinda brandolino origin covid 19 confirmed case coronavirus bogot hospital video showing migrant laborers surat city india sent back surat home states refused take back state border ohio gov mike dewine released 4300 prisoners warning residents possible crime wave virus 5g causing disease deaths arrest federal bureau investigation fbi professor ties china connected coronavirus pandemic photo list purported symptoms treatments novel coronavirus causes disease covid 19 shared hundreds times multiple posts facebook twitter instagram purported remedies include daily dose vitamins exposure sunlight diet alkaline foods police catches coronavirus positive patient road 30 second viral video man lifts shirt challenges aa police officer pointing gun another police officer kicks man behind pins road makes arrest text overlaid video reads italy says lockdown mean,fake
271,latest cdc covidview report shows weekly hospitalizations associated covid19 peaked twice since outbreak began week ending april 18 second time week ending july 18 learn,real
272,coronavirus spread via bananas,fake
273,vinlew kia ora vincent sorry issues app please call ministry health team 0800 800 606 email query feedback app tracingapp feedback health govt nz,real
274,indiafightscorona focused effective efforts containment testing isolation treatment resulted increasing percentage recovery rates steadily falling percentage active cases,real
275,total number confirmed cases covid 19 1442 number report world health organization yesterday laboratories processed 8953 tests bringing total number tests completed date 848420,real
276,china president xi jinping visited masjid request muslims dua present crisis country going need help,fake
277,video italian representative sara cunial tells truth bill gates control world population vaccines medical experiment,fake
278,message circulating claiming kins died covid 19 claim insurance pradhan mantri jeevan jyoti bima yojana pmjjby andamp pradhan mantri suraksha bima yojana pmsby,fake
279,testing positive antibodies virus causes covid19 means likely past infection yet known whether antibodies protect getting infected learn antibody testing,real
280,rt pib india recovered cases 2 93 times number active cases 1977779 people recovered far 673166 activ,real
281,time bilateral vaccine deals vaccine nationalism could compromise equitable access hold progress countries bringing covid19 pandemic end drtedros,real
282,nevada quietly reversed decision block hcq prescriptions covid 19,fake
283,coronavirus covid19 nyc people saw would stay home horrible stayhome stayathome staysafe nyc nyclockdown fridayfeeling,fake
284,jsolomonreports soon 67 never flu vaccine never flu know got flu vaccine also got flu 1st person knowledge conjecture alt organic dk greens protein exercise h2o sodium bicarbonate d3 c iodine etc jesus physician greatest ever,fake
285,watch video remember incident zomato deepinder made big deal someone refusing delivery muslim guy many incidents trust wants eat food contaminated spit,fake
286,world health organization international entity whose sole responsibility alert world global pandemics like miss huge problem,fake
287,rt drtedros covax groundbreaking way pool r andamp andamp procurement risks across multiple vaccines enables countries place collect,real
288,puts facemask skin gets lockdown get andgt andgt andgt,fake
289,yesterday laboratories completed 824 tests bringing total completed date 311121 lower testing volumes regularly observed weekends anyone symptoms could covid 19 call healthline gp getting test free,real
290,total number confirmed cases 1184 number report world health organization,real
291,madhya pradesh reimposing lockdown due rise covid cases,fake
